"quad","year","Species","X","Y"
"gzgz_11",1998,"Vulpia octoflora",0.856620510378775,0.985539706144439
"gzgz_11",1998,"Artemisia frigida",0.331554575633336,0.995595597089377
"gzgz_11",1998,"Astragalus/Oxytropis spp.",0.194354526669446,0.944211900994279
"gzgz_11",1999,"Agropyron smithii",0.688420413695901,0.0503467834549693
"gzgz_11",1999,"Sphaeralcea coccinea",0.838439139056191,0.0622187657462365
"gzgz_11",1999,"Vulpia octoflora",0.9755066021093,0.071932210251991
"gzgz_11",1999,"Vulpia octoflora",0.921543032892114,0.0870420103446852
"gzgz_11",1999,"Vulpia octoflora",0.03654048527233,0.0956761792837886
"gzgz_11",1999,"Vulpia octoflora",0.528688243829856,0.105389623789543
"gzgz_11",1999,"Agropyron smithii",0.762890138592721,0.116182334963422
"gzgz_11",1999,"Vulpia octoflora",0.249156953238173,0.176621535334199
"gzgz_11",1999,"Vulpia octoflora",0.955000446429666,0.183097162038526
"gzgz_11",1999,"Vulpia octoflora",0.715402196079862,0.252170531348406
"gzgz_11",1999,"Agropyron smithii",0.113168756853189,0.261883975854161
"gzgz_11",1999,"Vulpia octoflora",0.75101815185219,0.272676691477303
"gzgz_11",1999,"Talinum parviflorum",0.160656699366047,0.282390131533795
"gzgz_11",1999,"Agropyron smithii",0.557828572897857,0.282390131533795
"gzgz_11",1999,"Agropyron smithii",0.64740809788737,0.287786491569998
"gzgz_11",1999,"Agropyron smithii",0.481200301316998,0.293182847156937
"gzgz_11",1999,"Talinum parviflorum",0.922622304009502,0.293182847156937
"gzgz_11",1999,"Vulpia octoflora",0.163894512718211,0.311530460601795
"gzgz_11",1999,"Talinum parviflorum",0.185479939515232,0.313689002836571
"gzgz_11",1999,"Vulpia octoflora",0.167132326070374,0.326640260694489
"gzgz_11",1999,"Vulpia octoflora",0.627981213325125,0.332036616281429
"gzgz_11",1999,"Vulpia octoflora",0.534084603866059,0.336353705200244
"gzgz_11",1999,"Vulpia octoflora",0.444505074427282,0.343908603021959
"gzgz_11",1999,"Vulpia octoflora",0.825487881198273,0.364414758701593
"gzgz_11",1999,"Artemisia frigida",0.112089485735801,0.367652572053757
"gzgz_11",1999,"Allium textile",0.347370651616053,0.377366016559511
"gzgz_11",1999,"Agropyron smithii",0.129357828063271,0.382762372146451
"gzgz_11",1999,"Artemisia frigida",0.120723654674904,0.403268527826085
"gzgz_11",1999,"Agropyron smithii",0.327943767053807,0.40542707006086
"gzgz_11",1999,"Talinum parviflorum",0.842756223525743,0.441043025833188
"gzgz_11",1999,"Talinum parviflorum",0.855707476934398,0.445360114752003
"gzgz_11",1999,"Astragalus/Oxytropis spp.",0.530846786064632,0.482055341641719
"gzgz_11",1999,"Talinum parviflorum",0.844914765760519,0.541415266445844
"gzgz_11",1999,"Agropyron smithii",0.577255457460103,0.545732355364659
"gzgz_11",1999,"Talinum parviflorum",0.883768534885011,0.566238511044293
"gzgz_11",1999,"Agropyron smithii",0.521133346008141,0.585665395606539
"gzgz_11",1999,"Talinum parviflorum",0.902116148329869,0.593220297877518
"gzgz_11",1999,"Agropyron smithii",0.501706461445895,0.620202080261479
"gzgz_11",1999,"Agropyron smithii",0.598840884257124,0.624519164731031
"gzgz_11",1999,"Vulpia octoflora",0.0505710142476362,0.639628964823725
"gzgz_11",1999,"Vulpia octoflora",0.232967882028091,0.657976578268583
"gzgz_11",1999,"Astragalus/Oxytropis spp.",0.271821651152582,0.664452209422174
"gzgz_11",1999,"Vulpia octoflora",0.135833454767598,0.669848565009113
"gzgz_11",1999,"Vulpia octoflora",0.795268281012885,0.679562009514868
"gzgz_11",1999,"Vulpia octoflora",0.71648146719725,0.748635378824748
"gzgz_11",1999,"Vulpia octoflora",0.527608972712468,0.755111005529075
"gzgz_11",1999,"Vulpia octoflora",0.500627190328507,0.758348818881239
"gzgz_11",1999,"Vulpia octoflora",0.4574563322852,0.772379347856545
"gzgz_11",1999,"Allium textile",0.227571526441151,0.789647690184015
"gzgz_11",1999,"Artemisia frigida",0.540560230570387,0.865196686198223
"gzgz_11",1999,"Talinum parviflorum",0.405651305302791,0.869513775117038
"gzgz_11",1999,"Talinum parviflorum",0.310675420277074,0.871672317351813
"gzgz_11",1999,"Talinum parviflorum",0.204906824077478,0.891099201914059
"gzgz_11",1999,"Talinum parviflorum",0.302041251337971,0.891099201914059
"gzgz_11",1999,"Talinum parviflorum",0.172528681657314,0.897574828618387
"gzgz_11",1999,"Vulpia octoflora",0.602078702058551,0.911605357593693
"gzgz_11",1999,"Astragalus/Oxytropis spp.",0.0840284277851883,0.93750787330953
"gzgz_11",1999,"Talinum parviflorum",0.468249047908343,0.962331113458715
"gzgz_11",1999,"Vulpia octoflora",0.56646274183696,0.975282371316633
"gzgz_11",1999,"Vulpia octoflora",0.570779830755775,0.979599455786185
"gzgz_11",1999,"Artemisia frigida",0.339815749345074,0.980678726903573
"gzgz_11",1999,"Orobanche fasciculata",0.994568268878801,0.467910949188081
"gzgz_11",2000,"Artemisia frigida",0.608204105158844,0.032600013281109
"gzgz_11",2000,"Agropyron smithii",0.696358108471768,0.0579316217919902
"gzgz_11",2000,"Sphaeralcea coccinea",0.845307969541248,0.0670510051272001
"gzgz_11",2000,"Agropyron smithii",0.774379466600634,0.114674432153156
"gzgz_11",2000,"Agropyron smithii",0.78045905104151,0.12176727844288
"gzgz_11",2000,"Agropyron smithii",0.116770884920253,0.283889579141489
"gzgz_11",2000,"Agropyron smithii",0.654814265886689,0.288955901733518
"gzgz_11",2000,"Agropyron smithii",0.570713323316946,0.290982429880477
"gzgz_11",2000,"Agropyron smithii",0.489652175192274,0.307194659505411
"gzgz_11",2000,"Agropyron smithii",0.893944662865315,0.338605856906432
"gzgz_11",2000,"Agropyron smithii",0.142102493431135,0.367990526160495
"gzgz_11",2000,"Sphaeralcea coccinea",0.676852698863656,0.376191069910065
"gzgz_11",2000,"Agropyron smithii",0.199858561191885,0.377109905046441
"gzgz_11",2000,"Agropyron smithii",0.136022908990258,0.395348662818335
"gzgz_11",2000,"Artemisia frigida",0.116770884920253,0.398388452814141
"gzgz_11",2000,"Agropyron smithii",0.335635987081501,0.415613948737187
"gzgz_11",2000,"Agropyron smithii",0.202898355636955,0.545311790185926
"gzgz_11",2000,"Talinum parviflorum",0.955753786919983,0.564563814255931
"gzgz_11",2000,"Talinum parviflorum",0.912183420637208,0.588882160917964
"gzgz_11",2000,"Agropyron smithii",0.521063368144032,0.613200503130734
"gzgz_11",2000,"Talinum parviflorum",0.991218040614922,0.642585172384797
"gzgz_11",2000,"Artemisia frigida",0.863546731762405,0.828012553447327
"gzgz_11",2000,"Talinum parviflorum",0.634548979967836,0.892861471947065
"gzgz_11",2000,"Talinum parviflorum",0.779445789192662,0.910086967870111
"gzgz_11",2000,"Talinum parviflorum",0.599084726272897,0.922246141201128
"gzgz_11",2000,"Talinum parviflorum",0.756140704379477,0.935418576380992
"gzgz_11",2000,"Talinum parviflorum",0.741955002901501,0.963789979336943
"gzgz_11",2000,"Artemisia frigida",0.345768632265559,0.981015470810726
"gzgz_11",2000,"Astragalus/Oxytropis spp.",0.174827405242347,0.910594580710545
"gzgz_11",2001,"Agropyron smithii",0.696010492484491,0.0466180042327737
"gzgz_11",2001,"Vulpia octoflora",0.0856932626233559,0.057428774965901
"gzgz_11",2001,"Sphaeralcea coccinea",0.842447316275321,0.0613599659413157
"gzgz_11",2001,"Artemisia frigida",0.8876559991448,0.0672567524044378
"gzgz_11",2001,"Vulpia octoflora",0.875862430667819,0.0770847253937114
"gzgz_11",2001,"Vulpia octoflora",0.0522781482308571,0.0829815118568335
"gzgz_11",2001,"Vulpia octoflora",0.0896244535987706,0.0908438893583998
"gzgz_11",2001,"Lepidium densiflorum",0.0699685031709602,0.0957578780776682
"gzgz_11",2001,"Vulpia octoflora",0.0984696288441906,0.0996890690530829
"gzgz_11",2001,"Agropyron smithii",0.943675457196671,0.101654660091527
"gzgz_11",2001,"Vulpia octoflora",0.863086064446985,0.105585851066942
"gzgz_11",2001,"Vulpia octoflora",0.848344102738443,0.107551446554649
"gzgz_11",2001,"Agropyron smithii",0.773651492002616,0.117379423993186
"gzgz_11",2001,"Vulpia octoflora",0.956451823417505,0.128190194726313
"gzgz_11",2001,"Vulpia octoflora",0.902397960853342,0.143914954178709
"gzgz_11",2001,"Vulpia octoflora",0.983970151346882,0.193054828023603
"gzgz_11",2001,"Lepidium densiflorum",0.760875125781781,0.213693576195268
"gzgz_11",2001,"Artemisia frigida",0.68421692400751,0.242194701868498
"gzgz_11",2001,"Vulpia octoflora",0.845395709506882,0.244160292906942
"gzgz_11",2001,"Talinum parviflorum",0.204611758484809,0.251039877113918
"gzgz_11",2001,"Agropyron smithii",0.127953556710538,0.262833445590899
"gzgz_11",2001,"Agropyron smithii",0.116159983784294,0.270695827541728
"gzgz_11",2001,"Vulpia octoflora",0.7490815573048,0.274627018517143
"gzgz_11",2001,"Talinum parviflorum",0.0306566067646025,0.278558205043295
"gzgz_11",2001,"Agropyron smithii",0.121073972503562,0.279541002787148
"gzgz_11",2001,"Agropyron smithii",0.197732174277833,0.294282968944954
"gzgz_11",2001,"Talinum parviflorum",0.153506289152207,0.295265762239544
"gzgz_11",2001,"Agropyron smithii",0.898466769877928,0.317870105898916
"gzgz_11",2001,"Talinum parviflorum",0.185938605800852,0.319835701386623
"gzgz_11",2001,"Talinum parviflorum",0.163334262141481,0.324749690105891
"gzgz_11",2001,"Vulpia octoflora",0.926967900000421,0.334577663095165
"gzgz_11",2001,"Talinum parviflorum",0.860137671215424,0.350302422547561
"gzgz_11",2001,"Agropyron smithii",0.133850338724397,0.356199209010683
"gzgz_11",2001,"Allium textile",0.369721734959596,0.364061586512249
"gzgz_11",2001,"Agropyron smithii",0.186921403544706,0.370941170719225
"gzgz_11",2001,"Agropyron smithii",0.133850338724397,0.371923968463078
"gzgz_11",2001,"Sphaeralcea coccinea",0.66750936681126,0.371923968463078
"gzgz_11",2001,"Agropyron smithii",0.129919152198245,0.38666593017162
"gzgz_11",2001,"Agropyron smithii",0.138764327443665,0.38666593017162
"gzgz_11",2001,"Vulpia octoflora",0.894535583351776,0.387648727915474
"gzgz_11",2001,"Talinum parviflorum",0.713700847424594,0.410253067125582
"gzgz_11",2001,"Agropyron smithii",0.327461440872414,0.413201460357143
"gzgz_11",2001,"Vulpia octoflora",0.376601314717308,0.413201460357143
"gzgz_11",2001,"Lepidium densiflorum",0.66750936681126,0.413201460357143
"gzgz_11",2001,"Vulpia octoflora",0.411982024597514,0.424012231090271
"gzgz_11",2001,"Vulpia octoflora",0.650801809615011,0.428926219809539
"gzgz_11",2001,"Agropyron smithii",0.909277545060318,0.432857410784954
"gzgz_11",2001,"Vulpia octoflora",0.730408404620843,0.434823006272661
"gzgz_11",2001,"Talinum parviflorum",0.983970151346882,0.445633777005789
"gzgz_11",2001,"Vulpia octoflora",0.564315630402203,0.461358536458184
"gzgz_11",2001,"Agropyron smithii",0.927950697744275,0.478066093654434
"gzgz_11",2001,"Vulpia octoflora",0.868982846460844,0.484945677861409
"gzgz_11",2001,"Vulpia octoflora",0.94072706396511,0.489859662131415
"gzgz_11",2001,"Talinum parviflorum",0.876845228411673,0.491825257619122
"gzgz_11",2001,"Vulpia octoflora",0.94957223921053,0.528188765243182
"gzgz_11",2001,"Agropyron smithii",0.575126405584593,0.539982333720163
"gzgz_11",2001,"Vulpia octoflora",0.934830277501988,0.550793108902553
"gzgz_11",2001,"Talinum parviflorum",0.946623845978969,0.574380245856515
"gzgz_11",2001,"Agropyron smithii",0.527952127227406,0.585191016589643
"gzgz_11",2001,"Oenothera caespitosa",0.468984275943975,0.589122207565057
"gzgz_11",2001,"Talinum parviflorum",0.898466769877928,0.589122207565057
"gzgz_11",2001,"Talinum parviflorum",0.922053911281153,0.589122207565057
"gzgz_11",2001,"Agropyron smithii",0.523038138508138,0.604846967017453
"gzgz_11",2001,"Agropyron smithii",0.570212416865325,0.609760955736721
"gzgz_11",2001,"Agropyron smithii",0.506330581311889,0.618606130982141
"gzgz_11",2001,"Talinum parviflorum",0.933847479758134,0.619588928725995
"gzgz_11",2001,"Vulpia octoflora",0.388394883194289,0.625485715189117
"gzgz_11",2001,"Vulpia octoflora",0.990849735553858,0.625485715189117
"gzgz_11",2001,"Vulpia octoflora",0.411982024597514,0.629416906164532
"gzgz_11",2001,"Vulpia octoflora",0.810014999626676,0.631382497202976
"gzgz_11",2001,"Talinum parviflorum",0.98888414006615,0.640227676897659
"gzgz_11",2001,"Lepidium densiflorum",0.688148114982925,0.656935234093909
"gzgz_11",2001,"Talinum parviflorum",0.970210987382194,0.656935234093909
"gzgz_11",2001,"Vulpia octoflora",0.215422529217936,0.675608386777865
"gzgz_11",2001,"Vulpia octoflora",0.909277545060318,0.675608386777865
"gzgz_11",2001,"Vulpia octoflora",0.559401646132198,0.69722992824412
"gzgz_11",2001,"Vulpia octoflora",0.425741188562203,0.711971889952662
"gzgz_11",2001,"Vulpia octoflora",0.896501178839484,0.711971889952662
"gzgz_11",2001,"Vulpia octoflora",0.308788288188457,0.717868676415784
"gzgz_11",2001,"Vulpia octoflora",0.337289413861687,0.72474826062276
"gzgz_11",2001,"Talinum parviflorum",0.789376251455011,0.728679447148911
"gzgz_11",2001,"Talinum parviflorum",0.278321567027519,0.729662244892765
"gzgz_11",2001,"Vulpia octoflora",0.516158554301162,0.731627840380472
"gzgz_11",2001,"Vulpia octoflora",0.405102440390539,0.734576233612034
"gzgz_11",2001,"Vulpia octoflora",0.877828026155527,0.734576233612034
"gzgz_11",2001,"Plantago patagonica",0.288149540016793,0.741455817819009
"gzgz_11",2001,"Vulpia octoflora",0.258665616599709,0.747352599832868
"gzgz_11",2001,"Vulpia octoflora",0.554487657412929,0.747352599832868
"gzgz_11",2001,"Vulpia octoflora",0.737287988827819,0.747352599832868
"gzgz_11",2001,"Vulpia octoflora",0.0729168964025212,0.749318195320576
"gzgz_11",2001,"Vulpia octoflora",0.404119642646685,0.757180577271405
"gzgz_11",2001,"Vulpia octoflora",0.379549707948869,0.766025752516825
"gzgz_11",2001,"Vulpia octoflora",0.480777848870219,0.766025752516825
"gzgz_11",2001,"Vulpia octoflora",0.479795051126366,0.779784916481513
"gzgz_11",2001,"Vulpia octoflora",0.90436355634105,0.781750511969221
"gzgz_11",2001,"Vulpia octoflora",0.321564654409292,0.788630096176196
"gzgz_11",2001,"Lepidium densiflorum",0.637042645650323,0.797475271421616
"gzgz_11",2001,"Talinum parviflorum",0.103383617563459,0.803372057884738
"gzgz_11",2001,"Vulpia octoflora",0.193800983302419,0.809268839898597
"gzgz_11",2001,"Vulpia octoflora",0.240975266108869,0.820079615080988
"gzgz_11",2001,"Vulpia octoflora",0.442448745758452,0.821062412824841
"gzgz_11",2001,"Allium textile",0.0355705910346077,0.823028003863286
"gzgz_11",2001,"Vulpia octoflora",0.32647864312856,0.830890385814115
"gzgz_11",2001,"Talinum parviflorum",0.2901151355045,0.835804374533384
"gzgz_11",2001,"Vulpia octoflora",0.339255009349395,0.836787172277237
"gzgz_11",2001,"Vulpia octoflora",0.473898264663243,0.849563538498072
"gzgz_11",2001,"Talinum parviflorum",0.311736681420018,0.886909843865985
"gzgz_11",2001,"Talinum parviflorum",0.616403897478659,0.901651805574527
"gzgz_11",2001,"Vulpia octoflora",0.530900516009704,0.903617401062235
"gzgz_11",2001,"Talinum parviflorum",0.426723986306056,0.911479778563801
"gzgz_11",2001,"Talinum parviflorum",0.778565480721884,0.916393767283069
"gzgz_11",2001,"Talinum parviflorum",0.581023187598452,0.92818733576005
"gzgz_11",2001,"Vulpia octoflora",0.2901151355045,0.93703251100547
"gzgz_11",2001,"Talinum parviflorum",0.750064355048654,0.939980904237031
"gzgz_11",2001,"Vulpia octoflora",0.169231048604603,0.940963701980885
"gzgz_11",2001,"Vulpia octoflora",0.5466252754621,0.943912095212446
"gzgz_11",2001,"Plantago patagonica",0.432620772769178,0.951774477163276
"gzgz_11",2001,"Talinum parviflorum",0.466035887161677,0.955705663689427
"gzgz_11",2001,"Talinum parviflorum",0.475863860150951,0.955705663689427
"gzgz_11",2001,"Talinum parviflorum",0.742201973097824,0.962585247896403
"gzgz_11",2001,"Lepidium densiflorum",0.368738937215742,0.96455084338411
"gzgz_11",2001,"Vulpia octoflora",0.626231874917195,0.983223996068067
"gzgz_11",2002,"Agropyron smithii",0.696917332798827,0.0552760390195751
"gzgz_11",2002,"Chenopodium leptophyllum",0.485128507871221,0.057227663820897
"gzgz_11",2002,"Chenopodium leptophyllum",0.492599568226834,0.0573432601275793
"gzgz_11",2002,"Agropyron smithii",0.783858876301066,0.130876944587305
"gzgz_11",2002,"Sphaeralcea coccinea",0.218685356719192,0.134785542204291
"gzgz_11",2002,"Agropyron smithii",0.0595039744900022,0.189397600428504
"gzgz_11",2002,"Talinum parviflorum",0.198103821622761,0.263622113083678
"gzgz_11",2002,"Agropyron smithii",0.107076808944337,0.27289640641503
"gzgz_11",2002,"Agropyron smithii",0.122513985821823,0.277684538826723
"gzgz_11",2002,"Agropyron smithii",0.106008127073318,0.282170179182589
"gzgz_11",2002,"Agropyron smithii",0.195531044087391,0.282590874813321
"gzgz_11",2002,"Talinum parviflorum",0.885534221563175,0.284268002322746
"gzgz_11",2002,"Talinum parviflorum",0.878675882587884,0.284631956500142
"gzgz_11",2002,"Talinum parviflorum",0.898040117075291,0.285615127982103
"gzgz_11",2002,"Talinum parviflorum",0.892500148171424,0.286487592897616
"gzgz_11",2002,"Agropyron smithii",0.121548255451528,0.28696678744064
"gzgz_11",2002,"Agropyron smithii",0.113569124834853,0.288634878496547
"gzgz_11",2002,"Scirpus americanus",0.677358870176556,0.302775980560405
"gzgz_11",2002,"Talinum parviflorum",0.180459098325833,0.320470063983053
"gzgz_11",2002,"Agropyron smithii",0.891538239718201,0.323178668624785
"gzgz_11",2002,"Talinum parviflorum",0.179289600600416,0.32914437862383
"gzgz_11",2002,"Artemisia frigida",0.0167133949706993,0.33613167059387
"gzgz_11",2002,"Artemisia frigida",0.297556359492721,0.342710898391346
"gzgz_11",2002,"Artemisia frigida",0.00829746683984331,0.344070357408238
"gzgz_11",2002,"Agropyron smithii",0.131900316049313,0.354510197519303
"gzgz_11",2002,"Agropyron smithii",0.142142448701707,0.354630260886219
"gzgz_11",2002,"Talinum parviflorum",0.860537255483859,0.355782566658708
"gzgz_11",2002,"Agropyron smithii",0.117585950778695,0.357464815270053
"gzgz_11",2002,"Talinum parviflorum",0.859886586337874,0.36214694398648
"gzgz_11",2002,"Sphaeralcea coccinea",0.677669553325897,0.367665400702871
"gzgz_11",2002,"Agropyron smithii",0.203577118317874,0.368425859867089
"gzgz_11",2002,"Agropyron smithii",0.135067813246179,0.373278324175103
"gzgz_11",2002,"Agropyron smithii",0.193197209781845,0.377861198728508
"gzgz_11",2002,"Agropyron smithii",0.129097071130477,0.382140330983133
"gzgz_11",2002,"Agropyron smithii",0.320777655781698,0.390278958786289
"gzgz_11",2002,"Agropyron smithii",0.138230696557126,0.390505435180683
"gzgz_11",2002,"Talinum parviflorum",0.91914071211284,0.417834010933954
"gzgz_11",2002,"Talinum parviflorum",0.914611353296965,0.418433927334844
"gzgz_11",2002,"Agropyron smithii",0.909526566262739,0.441133645399744
"gzgz_11",2002,"Agropyron smithii",0.855770047956903,0.441945306684638
"gzgz_11",2002,"Agropyron smithii",0.928297611635184,0.481723080989322
"gzgz_11",2002,"Agropyron smithii",0.931091753361554,0.48464687424476
"gzgz_11",2002,"Talinum parviflorum",0.879831881248813,0.523291234348417
"gzgz_11",2002,"Talinum parviflorum",0.88741434225593,0.524760363253435
"gzgz_11",2002,"Talinum parviflorum",0.890534383611716,0.531381084879329
"gzgz_11",2002,"Talinum parviflorum",0.879154796827328,0.531437746245928
"gzgz_11",2002,"Talinum parviflorum",0.885378906684084,0.534109991508952
"gzgz_11",2002,"Talinum parviflorum",0.894525701929747,0.536493074708638
"gzgz_11",2002,"Talinum parviflorum",0.893628975182112,0.541381079730935
"gzgz_11",2002,"Agropyron smithii",0.567632062626253,0.543776509635946
"gzgz_11",2002,"Agropyron smithii",0.560579482168308,0.550990954288383
"gzgz_11",2002,"Talinum parviflorum",0.961213247293821,0.555652985683025
"gzgz_11",2002,"Talinum parviflorum",0.960447520201999,0.561985755445166
"gzgz_11",2002,"Talinum parviflorum",0.961933271554258,0.568208704044232
"gzgz_11",2002,"Talinum parviflorum",0.91069973463028,0.5751215197979
"gzgz_11",2002,"Talinum parviflorum",0.968464990119497,0.575194527757422
"gzgz_11",2002,"Talinum parviflorum",0.975613581227605,0.651659738291993
